Datum,Autobahn_KFZ_Total,Autobahn_KFZ_Total_Rolling_Average_7_Days,Bundesstrassen_KFZ_Total,Bundesstrassen_KFZ_Total_Rolling_Average_7_Days,Total,Total_Rolling_Average_7_Days
2017-11-24,51763436,44194512.571428575,10416456,8841031.285714285,62179892,53035543.85714286
2017-11-25,35752485,44048704.71428572,7355666,8825688.714285715,43108151,52874393.42857143
2017-11-26,33037326,44046982.14285714,5369391,8826185.57142857,38406717,52873167.71428572
2017-11-27,46361078,44100106.14285714,9490469,8825666.285714285,55851547,52925772.428571425
2017-11-28,46064387,44111706.14285714,9575739,8829782.857142856,55640126,52941489.0
2017-11-29,47119052,44151701.85714286,9694818,8843047.42857143,56813870,52994749.28571428
2017-11-30,48921494,44145608.28571428,9915403,8831134.57142857,58836897,52976742.85714285
2017-12-01,51913212,44167004.85714286,10372894,8824911.42857143,62286106,52991916.28571428
2017-12-02,37248711,44380751.428571425,7634789,8864786.142857144,44883500,53245537.57142857
2017-12-03,33201697,44404233.0,5463687,8878257.0,38665384,53282490.0
2017-12-04,46212483,44383005.14285714,9530956,8884040.857142856,55743439,53267046.0
2017-12-05,46489733,44443768.85714286,9717010,8904222.42857143,56206743,53347991.28571428
2017-12-06,47443775,44490157.85714286,9803484,8919746.142857144,57247259,53409904.0
2017-12-07,49254497,44537729.71428572,10106885,8947100.714285715,59361382,53484830.42857143
2017-12-08,50772447,44374763.28571428,10296026,8936119.57142857,61068473,53310882.85714285
2017-12-09,35171634,44078038.0,7340264,8894044.57142857,42511898,52972082.57142857
2017-12-10,29895920,43605784.14285714,5039218,8833406.142857144,34935138,52439190.28571428
2017-12-11,45405297,43490471.85714286,9410010,8816128.142857144,54815307,52306600.0
2017-12-12,45841449,43397859.85714286,9648366,8806321.857142856,55489815,52204181.71428572
2017-12-13,46964183,43329346.71428572,9714014,8793540.42857143,56678197,52122887.14285715
2017-12-14,48738321,43255607.28571428,9933985,8768840.42857143,58672306,52024447.71428572
2017-12-15,51277318,43327731.71428572,10359155,8777858.857142856,61636473,52105590.571428575
2017-12-16,37935640,43722589.71428572,7634154,8819843.142857144,45569794,52542432.85714286
2017-12-17,32404945,44081021.85714286,5600303,8899998.142857144,38005248,52981020.0
2017-12-18,44406052,43938272.571428575,9471696,8908810.42857143,53877748,52847083.0
2017-12-19,46009334,43962256.14285714,9693225,8915218.857142856,55702559,52877475.0
2017-12-20,48082017,44121946.71428572,9707596,8914302.0,57789613,53036248.71428572
2017-12-21,49665209,44254359.28571428,9682757,8878412.285714285,59347966,53132771.57142857
2017-12-22,50018630,44074546.71428572,9295450,8726454.42857143,59314080,52801001.14285715
2017-12-23,38049061,44090749.71428572,6373269,8546328.0,44422330,52637077.71428572
2017-12-24,20630629,42408704.571428575,3850317,8296330.0,24480946,50705034.571428575
2017-12-25,28871785,40189523.571428575,4816544,7631308.285714285,33688329,47820831.85714286
2017-12-26,36418176,38819358.14285714,5441695,7023946.857142857,41859871,45843305.0
2017-12-27,41438627,37870302.428571425,7772692,6747532.0,49211319,44617834.428571425
2017-12-28,39774925,36457404.71428572,7867064,6488147.285714285,47641989,42945552.0
2017-12-29,40788696,35138842.71428572,7934763,6293763.428571428,48723459,41432606.14285714
2017-12-30,36299178,34888859.428571425,6275007,6279726.0,42574185,41168585.428571425
2017-12-31,17748711,34477156.85714286,3479423,6226741.142857143,21228134,40703898.0
2018-01-01,30735963,34743468.0,4022706,6113335.714285715,34758669,40856803.71428572
2018-01-02,48763425,36507075.0,8028302,6482851.0,56791727,42989926.0
2018-01-03,44654026,36966417.71428572,7826798,6490580.428571428,52480824,43456998.14285714
2018-01-04,46026436,37859490.71428572,8363359,6561479.714285715,54389795,44420970.42857143
2018-01-05,48748766,38996643.571428575,8734696,6675755.857142857,57483462,45672399.42857143
2018-01-06,42246459,39846255.14285714,6414281,6695652.142857143,48660740,46541907.28571428
2018-01-07,36510668,42526534.71428572,4916242,6900912.0,41426910,49427446.71428572
2018-01-08,48163584,45016194.85714286,8934485,7602594.714285715,57098069,52618789.571428575
2018-01-09,48417721,44966808.571428575,9010925,7742969.428571428,57428646,52709778.0
2018-01-10,49378502,45641733.71428572,9099401,7924769.857142857,58477903,53566503.571428575
2018-01-11,51123472,46369881.71428572,9312713,8060391.857142857,60436185,54430273.571428575
2018-01-12,53960070,47114353.71428572,9673147,8194456.285714285,63633217,55308810.0
2018-01-13,40243666,46828240.428571425,6955740,8271807.571428572,47199406,55100048.0
2018-01-14,34838404,46589345.571428575,5327584,8330570.714285715,40165988,54919916.28571429
2018-01-15,50507772,46924229.571428575,9267161,8378095.857142857,59774933,55302325.42857143
2018-01-16,49958727,47144373.28571428,9174973,8401531.285714285,59133700,55545904.57142857
2018-01-17,49541105,47167602.28571428,8989899,8385888.142857143,58531004,55553490.428571425
2018-01-18,50429270,47068430.571428575,8807453,8313708.142857143,59236723,55382138.71428572
2018-01-19,55711020,47318566.28571428,9830286,8336156.571428572,65541306,55654722.85714286
2018-01-20,39567881,47222025.571428575,6805603,8314708.428571428,46373484,55536734.0
2018-01-21,34710351,47203732.28571428,5050761,8275162.285714285,39761112,55478894.57142857
2018-01-22,49730523,47092696.71428572,9092390,8250195.0,58822913,55342891.71428572
2018-01-23,50872177,47223189.571428575,9261497,8262555.571428572,60133674,55485745.14285715
2018-01-24,52169878,47598728.571428575,9415192,8323311.714285715,61585070,55922040.28571429
2018-01-25,53800032,48080266.0,9570268,8432285.285714285,63370300,56512551.28571428
2018-01-26,56717722,48224080.571428575,9905679,8443055.714285715,66623401,56667136.28571429
2018-01-27,42826237,48689560.0,7187742,8497647.0,50013979,57187207.0
2018-01-28,36184915,48900212.0,5255328,8526870.857142856,41440243,57427082.85714286
2018-01-29,51421460,49141774.428571425,9257585,8550470.142857144,60679045,57692244.57142857
2018-01-30,51713242,49261926.571428575,9433393,8575026.714285715,61146635,57836953.28571429
2018-01-31,52657654,49331608.85714286,9431516,8577358.714285715,62089170,57908967.571428575
2018-02-01,53616528,49305394.0,9625125,8585195.42857143,63241653,57890589.42857143
2018-02-02,56327881,49249702.428571425,9861431,8578874.285714285,66189312,57828576.71428571
2018-02-03,42241095,49166110.71428572,7048687,8559009.285714285,49289782,57725120.0
2018-02-04,35377329,49050741.28571428,5073700,8533062.42857143,40451029,57583803.71428572
2018-02-05,50985381,48988444.28571428,9174069,8521131.57142857,60159450,57509575.85714285
2018-02-06,51169575,48910777.571428575,9262549,8496725.285714285,60432124,57407502.85714286
2018-02-07,52482981,48885824.28571428,9368222,8487683.285714285,61851203,57373507.57142857
2018-02-08,53068462,48807529.14285714,9275513,8437738.714285715,62343975,57245267.85714286
2018-02-09,57434742,48965652.14285714,9619654,8403199.142857144,67054396,57368851.28571428
2018-02-10,43354777,49124749.571428575,6853489,8375313.714285715,50208266,57500063.28571429
2018-02-11,32892912,48769832.85714286,4703683,8322454.142857143,37596595,57092287.0
2018-02-12,46035483,48062704.571428575,8176678,8179969.714285715,54212161,56242674.28571429
2018-02-13,49702620,47853139.571428575,8895406,8127520.714285715,58598026,55980660.28571429
2018-02-14,52546877,47862267.571428575,9458513,8140419.428571428,62005390,56002687.0
2018-02-15,51760404,47675402.14285714,9098976,8115199.857142857,60859380,55790602.0
2018-02-16,57155638,47635530.14285714,9834809,8145936.285714285,66990447,55781466.428571425
2018-02-17,43819255,47701884.14285714,7005046,8167587.285714285,50824301,55869471.428571425
2018-02-18,38914696,48562139.0,5489225,8279807.571428572,44403921,56841946.571428575
2018-02-19,51403536,49329003.71428572,9171298,8421896.142857144,60574834,57750899.85714286
2018-02-20,51476428,49582404.85714286,9239186,8471007.57142857,60715614,58053412.42857143
2018-02-21,52578560,49586931.0,9280203,8445534.714285715,61858763,58032465.71428572
2018-02-22,54017243,49909336.571428575,9455387,8496450.57142857,63472630,58405787.14285715
2018-02-23,58696114,50129404.571428575,9882080,8503203.57142857,68578194,58632608.14285715
2018-02-24,45449739,50362330.85714286,7310846,8546889.285714285,52760585,58909220.14285714
2018-02-25,38169232,50255836.0,5338823,8525403.285714285,43508055,58781239.28571428
2018-02-26,50765951,50164752.428571425,9013417,8502848.857142856,59779368,58667601.28571428
2018-02-27,50573413,50035750.28571428,9013710,8470638.0,59587123,58506388.28571428
2018-02-28,52323339,49999290.14285714,9185568,8457118.714285715,61508907,58456408.85714286
2018-03-01,53460670,49919779.71428572,9337230,8440239.142857144,62797900,58360018.85714286
2018-03-02,56222427,49566395.85714286,9574965,8396365.57142857,65797392,57962761.42857143
2018-03-03,44264636,49397095.428571425,7022425,8355162.571428572,51287061,57752258.0
2018-03-04,38896033,49500924.14285714,5452015,8371332.857142857,44348048,57872257.0
2018-03-05,51528142,49609808.571428575,9221363,8401039.42857143,60749505,58010848.0
2018-03-06,51612615,49758266.0,9372454,8452288.57142857,60985069,58210554.57142857
2018-03-07,52550156,49790668.428571425,9245403,8460836.42857143,61795559,58251504.85714285
2018-03-08,54645642,49959950.14285714,9626626,8502178.714285715,64272268,58462128.85714286
2018-03-09,57852472,50192813.71428572,10050278,8570080.57142857,67902750,58762894.28571428
2018-03-10,44897980,50283291.428571425,7413711,8625978.57142857,52311691,58909270.0
2018-03-11,40474477,50508783.428571425,5958336,8698310.142857144,46432813,59207093.57142857
2018-03-12,52680197,50673362.71428572,9435477,8728897.857142856,62115674,59402260.571428575
2018-03-13,52401890,50786116.28571428,9441010,8738691.57142857,61842900,59524807.85714285
2018-03-14,54316087,51038392.14285714,9623558,8792713.714285715,63939645,59831105.85714286
2018-03-15,56169938,51256148.71428572,9853391,8825108.714285715,66023329,60081257.42857143
2018-03-16,58085407,51289425.14285714,10072091,8828224.857142856,68157498,60117650.0
2018-03-17,43371840,51071405.14285714,6988010,8767410.42857143,50359850,59838815.57142857
2018-03-18,37609892,50662178.71428572,5229591,8663304.0,42839483,59325482.71428572
2018-03-19,53320531,50753655.0,9444343,8664570.57142857,62764874,59418225.57142857
2018-03-20,52920079,50827682.0,9419661,8661520.714285715,62339740,59489202.71428572
2018-03-21,54914175,50913123.14285714,9684690,8670253.857142856,64598865,59583377.0
2018-03-22,56105811,50903962.14285714,9661081,8642781.0,65766892,59546743.14285714
2018-03-23,60869459,51301683.85714286,10242225,8667085.857142856,71111684,59968769.71428572
2018-03-24,49700381,52205761.14285714,7862906,8792071.0,57563287,60997832.14285714
2018-03-25,41390323,52745822.71428572,6051615,8909503.0,47441938,61655325.71428572
2018-03-26,53863488,52823388.0,9452522,8910671.42857143,63316010,61734059.42857143
2018-03-27,53809884,52950503.0,9615984,8938717.57142857,63425868,61889220.57142857
2018-03-28,57013263,53250372.71428572,9819834,8958023.857142856,66833097,62208396.571428575
2018-03-29,63279562,54275194.28571428,10408071,9064736.714285715,73687633,63339931.0
2018-03-30,46053363,52158609.14285714,6055485,8466631.0,52108848,60625240.14285714
2018-03-31,43435536,51263631.28571428,7342581,8392298.857142856,50778117,59655930.14285714
2018-04-01,37557203,50716042.71428572,5378539,8296145.142857143,42935742,59012187.85714286
2018-04-02,48818708,49995359.85714286,6631381,7893125.0,55450089,57888484.85714286
2018-04-03,57128053,50469384.0,9756704,7913227.857142857,66884757,58382611.85714286
2018-04-04,55058455,50190125.71428572,9666092,7891264.714285715,64724547,58081390.42857143
2018-04-05,56217186,49181214.85714286,9856449,7812461.571428572,66073635,56993676.42857143
2018-04-06,59589985,51115018.0,10405907,8433950.42857143,69995892,59548968.42857143
2018-04-07,48071862,51777350.28571428,8083869,8539848.714285715,56155731,60317199.0
2018-04-08,44933836,52831155.0,6796342,8742392.0,51730178,61573547.0
2018-04-09,54952465,53707406.0,9886010,9207339.0,64838475,62914745.0
2018-04-10,54349023,53310401.71428572,9948884,9234793.285714285,64297907,62545195.0
2018-04-11,55714057,53404059.14285714,10050893,9289764.857142856,65764950,62693824.0
2018-04-12,57931609,53648976.71428572,10295838,9352534.714285715,68227447,63001511.42857143
2018-04-13,60111059,53723415.85714286,10590210,9378863.714285715,70701269,63102279.571428575
2018-04-14,44981670,53281959.85714286,7953889,9360295.142857144,52935559,62642255.0
2018-04-15,43066721,53015229.14285714,6472060,9313969.142857144,49538781,62329198.28571428
2018-04-16,55091795,53035133.428571425,9969103,9325839.57142857,65060898,62360973.0
2018-04-17,54816139,53101864.28571428,10089356,9345907.0,64905495,62447771.28571428
2018-04-18,55695791,53099254.85714286,10217376,9369690.285714285,65913167,62468945.14285714
2018-04-19,57706800,53067139.28571428,10462150,9393449.142857144,68168950,62460588.428571425
2018-04-20,60756408,53159332.0,10889633,9436223.857142856,71646041,62595555.85714286
2018-04-21,44429016,53080381.428571425,8133234,9461844.57142857,52562250,62542226.0
2018-04-22,43573572,53152788.71428572,6741920,9500396.0,50315492,62653184.71428572
2018-04-23,55368484,53192315.71428572,9994539,9504029.714285715,65363023,62696345.42857143
2018-04-24,55195226,53246471.0,10087909,9503823.0,65283135,62750294.0
2018-04-25,56728938,53394063.428571425,10139055,9492634.285714285,66867993,62886697.71428571
2018-04-26,59294958,53620943.14285714,10475986,9494610.857142856,69770944,63115554.0
2018-04-27,65506706,54299557.14285714,11181996,9536377.0,76688702,63835934.14285714
2018-04-28,50290822,55136958.0,8316365,9562538.57142857,58607187,64699496.57142857
2018-04-29,41621328,54858066.0,6586637,9540355.285714285,48207965,64398421.28571428
2018-04-30,49305260,53991891.14285714,9556907,9477836.42857143,58862167,63469727.57142857
2018-05-01,38653494,51628786.571428575,5832485,8869918.714285715,44485979,60498705.28571429
2018-05-02,57297526,51710013.428571425,10338735,8898444.42857143,67636261,60608457.85714285
2018-05-03,56507071,51311743.85714286,10427859,8891569.142857144,66934930,60203313.0
2018-05-04,60999710,50667887.28571428,10950445,8858490.42857143,71950155,59526377.71428572
2018-05-05,46573182,50136795.85714286,8217259,8844332.42857143,54790441,58981128.28571428
2018-05-06,44810320,50592366.14285714,6939610,8894757.142857144,51749930,59487123.28571428
2018-05-07,54937207,51396930.0,10190103,8985213.714285715,65127310,60382143.71428572
2018-05-08,55357946,53783280.28571428,10391986,9636571.0,65749932,63419851.28571428
2018-05-09,64106897,54756047.571428575,11297174,9773490.857142856,75404071,64529538.42857143
2018-05-10,39367822,52307583.428571425,5809292,9113695.57142857,45177114,61421279.0
2018-05-11,51268899,50917467.571428575,9533949,8911339.0,60802848,59828806.571428575
2018-05-12,45852967,50814579.71428572,8022698,8883544.57142857,53875665,59698124.28571428
2018-05-13,51658732,51792924.28571428,7287613,8933259.285714285,58946345,60726183.57142857
2018-05-14,56365308,51996938.71428572,10075036,8916821.142857144,66440344,60913759.85714286
2018-05-15,55188119,51972677.71428572,10071740,8871071.714285715,65259859,60843749.42857143
2018-05-16,55986067,50812559.14285714,10125621,8703707.0,66111688,59516266.14285714
2018-05-17,59236923,53651002.14285714,10458588,9367892.142857144,69695511,63018894.28571428
2018-05-18,65776956,55723581.71428572,11150922,9598888.285714285,76927878,65322470.0
2018-05-19,49035220,56178189.28571428,8009521,9597005.857142856,57044741,65775195.14285714
2018-05-20,39244286,54404697.0,6418379,9472829.57142857,45662665,63877526.57142857
2018-05-21,44900910,52766925.85714286,6967291,9028866.0,51868201,61795791.85714286
2018-05-22,57506034,53098056.571428575,10199111,9047061.857142856,67705145,62145118.42857143
2018-05-23,55389397,53012818.0,10012976,9030969.714285715,65402373,62043787.71428572
2018-05-24,56948142,52685849.28571428,10152162,8987194.57142857,67100304,61673043.85714285
2018-05-25,60475099,51928441.14285714,10614244,8910526.285714285,71089343,60838967.428571425
2018-05-26,46799367,51609033.571428575,7978330,8906070.42857143,54777697,60515104.0
2018-05-27,43407920,52203838.428571425,6414577,8905527.285714285,49822497,61109365.71428571
2018-05-28,54230332,53536613.0,9843741,9316448.714285715,64074073,62853061.71428572
2018-05-29,53859547,53015686.28571428,9897489,9273359.857142856,63757036,62289046.14285714
2018-05-30,60657216,53768231.85714286,10578938,9354211.57142857,71236154,63122443.42857143
2018-05-31,43396557,51832291.14285714,7912507,9034260.857142856,51309064,60866552.0
2018-06-01,53661613,50858936.0,10005886,8947352.57142857,63667499,59806288.57142857
2018-06-02,45664649,50696833.428571425,7840544,8927668.857142856,53505193,59624502.28571428
2018-06-03,49731149,51600151.85714286,6974244,9007621.285714285,56705393,60607773.14285714
2018-06-04,55827086,51828259.571428575,9946955,9022366.142857144,65774041,60850625.71428572
2018-06-05,54255409,51884811.28571428,9979800,9034124.857142856,64235209,60918936.14285714
2018-06-06,55134620,51095869.0,10053011,8958992.42857143,65187631,60054861.42857143
2018-06-07,57008977,53040500.428571425,10239175,9291373.57142857,67248152,62331874.0
2018-06-08,60961315,54083315.0,10711999,9392246.857142856,71673314,63475561.85714286
2018-06-09,45394438,54044713.428571425,7998094,9414754.0,53392532,63459467.428571425
2018-06-10,44709159,53327286.28571428,6601301,9361476.42857143,51310460,62688762.71428572
2018-06-11,54808536,53181779.14285714,9928655,9358862.142857144,64737191,62540641.28571428
2018-06-12,54552057,53224157.428571425,10022941,9365025.142857144,64574998,62589182.57142857
2018-06-13,56174932,53372773.428571425,10152298,9379209.0,66327230,62751982.428571425
2018-06-14,58329503,53561420.0,10324202,9391355.714285715,68653705,62952775.71428572
2018-06-15,61760198,53675546.14285714,10793515,9403000.857142856,72553713,63078547.0
2018-06-16,47299787,53947738.85714286,8095862,9416967.714285715,55395649,63364706.571428575
2018-06-17,45579177,54072027.14285714,6411992,9389923.57142857,51991169,63461950.71428572
2018-06-18,55826192,54217406.571428575,9962329,9394734.142857144,65788521,63612140.71428572
2018-06-19,54815897,54255098.0,10036376,9396653.42857143,64852273,63651751.42857143
2018-06-20,55788045,54199828.428571425,10139402,9394811.142857144,65927447,63594639.57142857
2018-06-21,58094750,54166292.28571428,10269708,9387026.285714285,68364458,63553318.57142857
2018-06-22,61946930,54192968.28571428,10679807,9370782.285714285,72626737,63563750.57142857
2018-06-23,46477656,54075521.0,7670091,9309957.857142856,54147747,63385478.85714286
2018-06-24,46665226,54230670.85714286,6365669,9303340.285714285,53030895,63534011.14285714
2018-06-25,55595661,54197737.85714286,9821130,9283169.0,65416791,63480906.85714286
2018-06-26,54509429,54153956.71428572,9910700,9265215.285714285,64420129,63419172.0
2018-06-27,53584419,53839153.0,9574696,9184543.0,63159115,63023696.0
2018-06-28,58476588,53893701.28571428,10255509,9182514.57142857,68732097,63076215.85714285
2018-06-29,62732256,54005890.71428572,10788469,9198037.714285715,73520725,63203928.42857143
2018-06-30,49634361,54456848.571428575,8277857,9284861.42857143,57912218,63741710.0
2018-07-01,49149721,54811776.428571425,7078370,9386675.857142856,56228091,64198452.28571428
2018-07-02,55501158,54798276.0,9880797,9395199.714285715,65381955,64193475.71428572
2018-07-03,53666106,54677801.28571428,9892300,9392571.142857144,63558406,64070372.428571425
2018-07-04,55276592,54919540.28571428,9977006,9450044.0,65253598,64369584.28571428
2018-07-05,57582145,54791762.71428572,10180052,9439264.42857143,67762197,64231027.14285715
2018-07-06,61292885,54586138.28571428,10479625,9395143.857142856,71772510,63981282.14285714
2018-07-07,48318242,54398121.28571428,8036729,9360697.0,56354971,63758818.28571428
2018-07-08,48670883,54329715.85714286,7021229,9352534.0,55692112,63682249.85714286
2018-07-09,55488900,54327964.71428572,9830443,9345340.57142857,65319343,63673305.28571428
2018-07-10,54142941,54396084.0,9776463,9328792.42857143,63919404,63724876.42857143
2018-07-11,55437358,54419050.571428575,9822973,9306787.714285715,65260331,63725838.28571429
2018-07-12,58327543,54525536.0,10170531,9305427.57142857,68498074,63830963.57142857
2018-07-13,62938746,54760659.0,10587705,9320867.57142857,73526451,64081526.57142857
2018-07-14,52250634,55322429.28571428,8169789,9339876.142857144,60420423,64662305.428571425
2018-07-15,48966342,55364637.71428572,6646512,9286345.142857144,55612854,64650982.85714286
2018-07-16,56022105,55440809.85714286,9688206,9266025.57142857,65710311,64706835.42857143
2018-07-17,54274161,55459555.571428575,9701984,9255385.714285715,63976145,64714941.28571429
2018-07-18,55949722,55532750.428571425,9865733,9261494.285714285,65815455,64794244.71428571
2018-07-19,58495387,55556728.14285714,10046257,9243740.857142856,68541644,64800469.0
2018-07-20,62341295,55471378.0,10315702,9204883.285714285,72656997,64676261.28571428
2018-07-21,51788237,55405321.28571428,8001698,9180870.285714285,59789935,64586191.57142857
2018-07-22,49902649,55539079.428571425,6659890,9182781.42857143,56562539,64721860.85714285
2018-07-23,56207863,55565616.28571428,9624738,9173714.57142857,65832601,64739330.85714285
2018-07-24,53937018,55517453.0,9608805,9160403.285714285,63545823,64677856.28571428
2018-07-25,55336129,55429796.85714286,9679134,9133746.285714285,65015263,64563543.14285714
2018-07-26,57878576,55341681.0,9872177,9108877.714285715,67750753,64450558.71428572
2018-07-27,61889097,55277081.28571428,10253702,9100020.57142857,72142799,64377101.85714285
2018-07-28,51459083,55230059.28571428,7823871,9074616.714285715,59282954,64304676.0
2018-07-29,50976360,55383446.571428575,6822599,9097860.857142856,57798959,64481307.42857143
2018-07-30,56614802,55441580.71428572,9586672,9092422.857142856,66201474,64534003.571428575
2018-07-31,54823511,55568222.571428575,9638464,9096659.857142856,64461975,64664882.42857143
2018-08-01,56156223,55685378.85714286,9728137,9103660.285714285,65884360,64789039.14285714
2018-08-02,58161272,55725764.0,9884158,9105371.857142856,68045430,64831135.85714286
2018-08-03,62236204,55775350.71428572,10236244,9102877.857142856,72472448,64878228.571428575
2018-08-04,52202793,55881595.0,8010027,9129471.57142857,60212820,65011066.57142857
2018-08-05,51640929,55976533.428571425,6950605,9147758.142857144,58591534,65124291.57142857
2018-08-06,55832063,55864713.571428575,9685315,9161850.0,65517378,65026563.571428575
2018-08-07,53568187,55685381.571428575,9573846,9152618.857142856,63142033,64838000.42857143
2018-08-08,55150527,55541710.71428572,9642685,9140411.42857143,64793212,64682122.14285715
2018-08-09,57076423,55386732.28571428,9771594,9124330.857142856,66848017,64511063.14285714
2018-08-10,62868129,55477007.28571428,10539514,9167655.142857144,73407643,64644662.428571425
2018-08-11,51268368,55343518.0,8146811,9187195.714285715,59415179,64530713.71428572
2018-08-12,50495570,55179895.28571428,7078704,9205495.57142857,57574274,64385390.85714285
2018-08-13,55071425,55071232.71428572,9609127,9194611.57142857,64680552,64265844.28571428
2018-08-14,54714578,55235002.85714286,9784396,9224690.142857144,64498974,64459693.0
2018-08-15,53941336,55062261.28571428,9754538,9240669.142857144,63695874,64302930.428571425
2018-08-16,56827365,55026681.571428575,10087494,9285797.714285715,66914859,64312479.28571429
2018-08-17,61153211,54781693.28571428,10357324,9259770.57142857,71510535,64041463.85714285
2018-08-18,50676126,54697087.28571428,8129782,9257337.857142856,58805908,63954425.14285714
2018-08-19,50771389,54736490.0,7078741,9257343.142857144,57850130,63993833.14285714
2018-08-20,55521974,54800854.14285714,9640608,9261840.42857143,65162582,64062694.57142857
2018-08-21,54158375,54721396.571428575,9731775,9254323.142857144,63890150,63975719.71428572
2018-08-22,55475378,54940545.428571425,9861744,9269638.285714285,65337122,64210183.71428571
2018-08-23,58064376,55117261.28571428,9999572,9257078.0,68063948,64374339.28571428
2018-08-24,62049243,55245265.85714286,10384304,9260932.285714285,72433547,64506198.14285714
2018-08-25,50333208,55196277.571428575,7806549,9214756.142857144,58139757,64411033.71428572
2018-08-26,49998450,55085857.71428572,6805961,9175787.57142857,56804411,64261645.28571428
2018-08-27,55374311,55064763.0,9619588,9172784.714285715,64993899,64237547.71428572
2018-08-28,54596007,55127281.85714286,9775504,9179031.714285715,64371511,64306313.571428575
2018-08-29,55543503,55137014.0,9850339,9177402.42857143,65393842,64314416.42857143
2018-08-30,58174406,55152732.571428575,10063340,9186512.142857144,68237746,64339244.71428572
2018-08-31,62433238,55207589.0,10639394,9222953.57142857,73072632,64430542.57142857
2018-09-01,51328385,55349757.14285714,8265873,9288571.285714285,59594258,64638328.428571425
2018-09-02,49603520,55293338.571428575,6835299,9292762.42857143,56438819,64586101.0
2018-09-03,55147217,55260896.571428575,9732824,9308939.0,64880041,64569835.571428575
2018-09-04,53885061,55159332.85714286,9833959,9317289.714285715,63719020,64476622.571428575
2018-09-05,55444002,55145118.428571425,9985779,9336638.285714285,65429781,64481756.71428571
2018-09-06,57506709,55049733.14285714,10114861,9343998.42857143,67621570,64393731.57142857
2018-09-07,61830916,54963687.14285714,10608669,9339609.142857144,72439585,64303296.28571428
2018-09-08,49414373,54690256.85714286,8269056,9340063.857142856,57683429,64030320.71428572
2018-09-09,49411730,54662858.28571428,7161480,9386661.142857144,56573210,64049519.428571425
2018-09-10,55261599,54679198.571428575,9800322,9396303.714285715,65061921,64075502.28571429
2018-09-11,54025381,54699244.28571428,9901340,9405929.57142857,63926721,64105173.85714285
2018-09-12,55563346,54716293.428571425,10024235,9411423.285714285,65587581,64127716.71428571
2018-09-13,57737798,54749306.14285714,10100482,9409369.142857144,67838280,64158675.28571428
2018-09-14,62156947,54795882.0,10652083,9415571.142857144,72809030,64211453.14285714
2018-09-15,49460700,54802500.14285714,8162131,9400296.142857144,57622831,64202796.28571428
2018-09-16,49302296,54786866.71428572,7225586,9409454.142857144,56527882,64196320.85714286
2018-09-17,55309222,54793670.0,9857728,9417655.0,65166950,64211325.0
2018-09-18,54445525,54853690.571428575,9945311,9423936.57142857,64390836,64277627.14285715
2018-09-19,55750120,54880372.571428575,10040387,9426244.0,65790507,64306616.571428575
2018-09-20,57684266,54872725.14285714,10255879,9448443.57142857,67940145,64321168.71428572
2018-09-21,61155278,54729629.571428575,10509623,9428092.142857144,71664901,64157721.71428572
2018-09-22,47737106,54483401.85714286,8000584,9405014.0,55737690,63888415.85714286
2018-09-23,44374357,53779410.571428575,6022778,9233184.285714285,50397135,63012594.85714286
2018-09-24,55505332,53807426.28571428,9725898,9214351.42857143,65231230,63021777.71428572
2018-09-25,55292329,53928398.28571428,9900540,9207955.57142857,65192869,63136353.85714285
2018-09-26,56831453,54082874.428571425,10035658,9207280.0,66867111,63290154.428571425
2018-09-27,58877043,54253271.14285714,10393456,9226933.857142856,69270499,63480205.0
2018-09-28,63387027,54572092.428571425,10840065,9274139.857142856,74227092,63846232.28571428
2018-09-29,50890402,55022563.28571428,8328480,9320982.142857144,59218882,64343545.428571425
2018-09-30,48522994,55615225.71428572,7087134,9473033.0,55610128,65088258.71428572
2018-10-01,53628852,55347157.14285714,9612624,9456851.0,63241476,64804008.14285714
2018-10-02,56080564,55459762.14285714,10029235,9475236.0,66109799,64934998.14285714
2018-10-03,38862579,52892780.14285714,5996732,8898246.57142857,44859311,61791026.71428572
2018-10-04,55942573,52473570.14285714,9965702,8837138.857142856,65908275,61310709.0
2018-10-05,59035445,51851915.571428575,10309504,8761344.42857143,69344949,60613260.0
2018-10-06,48865541,51562649.71428572,8263803,8752104.857142856,57129344,60314754.571428575
2018-10-07,48153095,51509807.0,6668011,8692230.142857144,54821106,60202037.14285714
2018-10-08,55395646,51762206.14285714,9685785,8702681.714285715,65081431,60464887.85714286
2018-10-09,54160759,51487948.28571428,9797672,8669601.285714285,63958431,60157549.57142857
2018-10-10,55600845,53879129.14285714,9953444,9234845.857142856,65554289,63113975.0
2018-10-11,57655708,54123862.71428572,10152578,9261542.42857143,67808286,63385405.14285715
2018-10-12,61632992,54494940.85714286,10678522,9314259.285714285,72311514,63809200.14285714
2018-10-13,49527350,54589485.0,8429911,9337989.0,57957261,63927474.0
2018-10-14,48376258,54621365.428571425,7228154,9418009.42857143,55604412,64039374.85714285
2018-10-15,55435550,54627066.0,9860783,9443009.142857144,65296333,64070075.14285714
2018-10-16,54577686,54686627.0,9899619,9457573.0,64477305,64144200.0
2018-10-17,55568799,54682049.0,9959949,9458502.285714285,65528748,64140551.28571428
2018-10-18,57709021,54689665.14285714,10163602,9460077.142857144,67872623,64149742.28571428
2018-10-19,61163472,54622590.85714286,10572586,9444943.42857143,71736058,64067534.28571428
