Datum,Autobahn_KFZ_Total,Autobahn_KFZ_Total_Rolling_Average_7_Days,Bundesstrassen_KFZ_Total,Bundesstrassen_KFZ_Total_Rolling_Average_7_Days,Total,Total_Rolling_Average_7_Days
2019-09-15,50629027,54378264.0,8218652,10492097.714285715,58847679,64870361.71428572
2019-09-16,54640142,54400729.14285714,10885358,10498818.142857144,65525500,64899547.28571428
2019-09-17,54126495,54491675.571428575,10955197,10493733.142857144,65081692,64985408.71428572
2019-09-18,55712256,54628706.428571425,11074685,10498633.285714285,66786941,65127339.71428571
2019-09-19,58002557,54758263.428571425,11385752,10507323.714285715,69388309,65265587.14285714
2019-09-20,61196128,54813642.428571425,11727196,10492327.0,72923324,65305969.428571425
2019-09-21,48709159,54716537.71428572,9108976,10479402.285714285,57818135,65195940.0
2019-09-22,48515015,54414536.0,7900811,10433996.42857143,56415826,64848532.42857143
2019-09-23,54301405,54366145.0,10846816,10428490.42857143,65148221,64794635.42857143
2019-09-24,53712504,54307003.428571425,10976405,10431520.142857144,64688909,64738523.57142857
2019-09-25,54637255,54153431.85714286,11020003,10423708.42857143,65657258,64577140.28571428
2019-09-26,56710144,53968801.428571425,11300686,10411556.142857144,68010830,64380357.57142857
2019-09-27,61010922,53942343.428571425,11762133,10416547.142857144,72773055,64358890.57142857
2019-09-28,48034822,53846009.571428575,8791112,10371138.0,56825934,64217147.571428575
2019-09-29,45324333,53390197.85714286,7026448,10246229.0,52350781,63636426.85714286
2019-09-30,53755287,53312181.0,10741936,10231246.142857144,64497223,63543427.14285714
2019-10-01,53142754,53230788.14285714,10857587,10214272.142857144,64000341,63445060.28571428
2019-10-02,60393962,54053174.85714286,11701756,10311665.42857143,72095718,64364840.28571428
2019-10-03,43627042,52184160.28571428,6918350,9685617.42857143,50545392,61869777.71428572
2019-10-04,51906676,50883553.71428572,10107221,9449201.42857143,62013897,60332755.14285715
2019-10-05,46480404,50661494.0,8295831,9378447.0,54776235,60039941.0
2019-10-06,49254156,51222897.28571428,7253750,9410918.714285715,56507906,60633816.0
2019-10-07,54912353,51388192.428571425,10774324,9415545.57142857,65686677,60803738.0
2019-10-08,52458509,51290443.14285714,10640748,9384568.57142857,63099257,60675011.71428572
2019-10-09,53818343,50351069.0,10745731,9247993.57142857,64564074,59599062.57142857
2019-10-10,56127998,52136919.85714286,11022357,9834280.285714285,67150355,61971200.14285714
2019-10-11,60443381,53356449.14285714,11531414,10037736.42857143,71974795,63394185.57142857
2019-10-12,48885172,53699987.428571425,9026868,10142170.285714285,57912040,63842157.71428571
2019-10-13,47190914,53405238.571428575,7872428,10230552.857142856,55063342,63635791.42857143
2019-10-14,54399649,53331995.14285714,11027768,10266759.142857144,65427417,63598754.28571428
2019-10-15,53585413,53492981.428571425,11063402,10327138.285714285,64648815,63820119.71428571
2019-10-16,54636840,53609909.571428575,11053347,10371083.42857143,65690187,63980993.0
2019-10-17,56551505,53670410.571428575,11318210,10413348.142857144,67869715,64083758.71428572
2019-10-18,59799705,53578456.85714286,11684711,10435247.714285715,71484416,64013704.571428575
2019-10-19,46245813,53201405.571428575,8615194,10376437.142857144,54861007,63577842.71428572
2019-10-20,43911800,52732960.71428572,6955477,10245444.142857144,50867277,62978404.85714286
2019-10-21,53787038,52645444.85714286,10889915,10225750.857142856,64676953,62871195.71428572
2019-10-22,53270632,52600476.14285714,10986168,10214717.42857143,64256800,62815193.57142857
2019-10-23,54950644,52645305.28571428,11137638,10226759.0,66088282,62872064.28571428
2019-10-24,56637705,52657619.571428575,11402731,10238833.42857143,68040436,62896453.0
2019-10-25,60595893,52771360.71428572,11851974,10262728.142857144,72447867,63034088.85714286
2019-10-26,47556461,52958596.14285714,9017404,10320186.714285715,56573865,63278782.85714286
2019-10-27,43149912,52849755.0,6902302,10312590.285714285,50052214,63162345.28571428
2019-10-28,53698712,52837137.0,10960246,10322637.57142857,64658958,63159774.57142857
2019-10-29,53821373,52915814.28571428,11122224,10342074.142857144,64943597,63257888.428571425
2019-10-30,57675641,53305099.571428575,11536287,10399024.0,69211928,63704123.571428575
2019-10-31,57535820,53433401.71428572,10394033,10254924.285714285,67929853,63688326.0
2019-11-01,45764144,51314580.428571425,8938048,9838649.142857144,54702192,61153229.57142857
2019-11-02,41750188,50485112.85714286,8422022,9753594.57142857,50172210,60238707.42857143
2019-11-03,45736115,50854570.428571425,6885725,9751226.42857143,52621840,60605796.85714285
2019-11-04,53594729,50839715.71428572,10953940,9750325.57142857,64548669,60590041.28571428
2019-11-05,52916747,50710483.428571425,11002095,9733164.285714285,63918842,60443647.71428571
2019-11-06,53679505,50139606.85714286,11005350,9657316.142857144,64684855,59796923.0
2019-11-07,55389589,49833002.428571425,11278779,9783708.42857143,66668368,59616710.85714285
2019-11-08,57690060,51536704.71428572,11629205,10168159.42857143,69319265,61704864.14285715
2019-11-09,42094967,51585958.85714286,8466968,10174580.285714285,50561935,61760539.14285714
2019-11-10,39331190,50670969.571428575,6663577,10142844.857142856,45994767,60813814.42857143
2019-11-11,52735572,50548232.85714286,10901703,10135382.42857143,63637275,60683615.28571428
2019-11-12,52117444,50434046.71428572,10907641,10121889.0,63025085,60555935.71428572
2019-11-13,53443311,50400304.71428572,10969524,10116771.0,64412835,60517075.71428572
2019-11-14,55758227,50452967.28571428,11295091,10119101.285714285,67053318,60572068.57142857
2019-11-15,58077579,50508327.14285714,11650211,10122102.142857144,69727790,60630429.28571428
2019-11-16,42006981,50495757.71428572,8560162,10135415.57142857,50567143,60631173.28571428
2019-11-17,37840717,50282833.0,6249917,10076321.285714285,44090634,60359154.28571428
2019-11-18,52029318,50181939.571428575,10835486,10066861.714285715,62864804,60248801.28571429
2019-11-19,52353172,50215615.0,11032765,10084736.57142857,63385937,60300351.57142857
2019-11-20,52949538,50145076.0,10931819,10079350.142857144,63881357,60224426.14285714
2019-11-21,55013640,50038706.428571425,11255520,10073697.142857144,66269160,60112403.57142857
2019-11-22,57439084,49947492.85714286,11626296,10070280.714285715,69065380,60017773.571428575
2019-11-23,41508190,49876237.0,8510115,10063131.142857144,50018305,59939368.14285714
2019-11-24,38431035,49960568.14285714,6487795,10097113.714285715,44918830,60057681.85714286
2019-11-25,52683424,50054011.85714286,10853888,10099742.57142857,63537312,60153754.42857143
2019-11-26,52300260,50046453.0,11005754,10095883.857142856,63306014,60142336.85714286
2019-11-27,53707738,50154767.28571428,11007502,10106695.714285715,64715240,60261463.0
2019-11-28,55708949,50254097.14285714,11304811,10113737.285714285,67013760,60367834.428571425
2019-11-29,59387464,50532437.14285714,11978325,10164027.142857144,71365789,60696464.28571428
2019-11-30,44059269,50896877.0,8792790,10204409.285714285,52852059,61101286.28571428
2019-12-01,40553829,51200133.28571428,6600011,10220440.142857144,47153840,61420573.428571425
2019-12-02,53074522,51256004.428571425,11017683,10243839.42857143,64092205,61499843.85714285
2019-12-03,52515468,51286748.428571425,11065826,10252421.142857144,63581294,61539169.57142857
2019-12-04,53635908,51276487.0,11141057,10271500.42857143,64776965,61547987.42857143
2019-12-05,55398823,51232183.28571428,11421925,10288231.0,66820748,61520414.28571428
2019-12-06,57357324,50942163.28571428,11607194,10235212.285714285,68964518,61177375.57142857
2019-12-07,42446007,50711697.28571428,8519238,10196133.42857143,50965245,60907830.71428572
2019-12-08,39192437,50517212.71428572,6391732,10166379.285714285,45584169,60683592.0
2019-12-09,52836923,50483270.0,10923370,10152906.0,63760293,60636176.0
2019-12-10,53379363,50606683.571428575,11176022,10168648.285714285,64555385,60775331.85714286
2019-12-11,53554891,50595109.71428572,11001583,10148723.42857143,64556474,60743833.14285715
2019-12-12,55777669,50649230.571428575,11393886,10144717.857142856,67171555,60793948.42857143
2019-12-13,56607636,50542132.28571428,11469366,10125028.142857144,68077002,60667160.428571425
2019-12-14,43195905,50649260.571428575,8495896,10121693.57142857,51691801,60770954.14285715
2019-12-15,38000771,50479022.571428575,6391727,10121692.857142856,44392498,60600715.42857143
2019-12-16,52409744,50417997.0,10968566,10128149.42857143,63378310,60546146.42857143
2019-12-17,52988670,50362183.71428572,11143827,10123550.142857144,64132497,60485733.85714286
2019-12-18,54453797,50490598.85714286,11181152,10149202.857142856,65634949,60639801.71428572
2019-12-19,56088293,50534973.71428572,11335508,10140863.142857144,67423801,60675836.85714286
2019-12-20,58314208,50778769.71428572,11206593,10103324.142857144,69520801,60882093.85714286
2019-12-21,49293733,51649888.0,8376115,10086212.57142857,57669848,61736100.57142857
2019-12-22,38308363,51693829.71428572,5816714,10004067.857142856,44125077,61697897.571428575
2019-12-23,41792223,50177041.0,9059930,9731405.57142857,50852153,59908446.57142857
2019-12-24,27987171,46605398.28571428,5718831,8956406.142857144,33706002,55561804.428571425
2019-12-25,32547116,43475872.428571425,5303073,8116680.571428572,37850189,51592553.0
2019-12-26,40095565,41191197.0,6030824,7358868.571428572,46126389,48550065.571428575
2019-12-27,47249244,39610487.85714286,8685527,6998716.285714285,55934771,46609204.14285714
2019-12-28,44667925,38949658.14285714,7637030,6893132.714285715,52304955,45842790.85714286
2019-12-29,36236268,38653644.571428575,5639587,6867828.857142857,41875855,45521473.42857143
2019-12-30,41439749,38603291.14285714,8648984,6809122.285714285,50088733,45412413.428571425
2019-12-31,24021893,38036822.85714286,5187367,6733198.857142857,29209260,44770021.71428572
2020-01-01,27962418,37381866.0,4593112,6631775.857142857,32555530,44013641.85714286
2020-01-02,45831936,38201347.571428575,9128135,7074248.857142857,54960071,45275596.42857143
2020-01-03,46586774,38106709.0,9301035,7162178.571428572,55887809,45268887.571428575
2020-01-04,44285418,38052065.14285714,7603787,7157429.571428572,51889205,45209494.71428572
2020-01-05,38046350,38310648.28571428,5769419,7175977.0,43815769,45486625.28571428
2020-01-06,45204906,38848527.85714286,9357268,7277160.428571428,54562174,46125688.28571428
2020-01-07,47306531,42174904.71428572,10570461,8046173.857142857,57876992,50221078.571428575
2020-01-08,48050019,45044562.0,10591714,8903117.0,58641733,53947679.0
2020-01-09,49916097,45628013.571428575,10943803,9162498.142857144,60859900,54790511.71428572
2020-01-10,52976821,46540877.428571425,11333526,9452854.0,64310347,55993731.428571425
2020-01-11,40834639,46047909.0,8210283,9539496.285714285,49044922,55587405.28571428
2020-01-12,34514953,45543423.71428572,5980140,9569599.285714285,40495093,55113023.0
2020-01-13,51113016,46387439.428571425,11119985,9821416.0,62233001,56208855.428571425
2020-01-14,51437600,46977592.14285714,11258496,9919706.714285715,62696096,56897298.85714286
2020-01-15,52798587,47655959.0,11411530,10036823.285714285,64210117,57692782.28571428
2020-01-16,54363726,48291334.571428575,11698062,10144574.57142857,66061788,58435909.14285715
2020-01-17,56658856,48817339.571428575,11903089,10225940.714285715,68561945,59043280.28571429
2020-01-18,41883119,48967122.428571425,8388137,10251348.42857143,50271256,59218470.85714285
2020-01-19,36137406,49198901.428571425,6282529,10294546.857142856,42419935,59493448.28571428
2020-01-20,52142952,49346035.14285714,11215629,10308210.285714285,63358581,59654245.428571425
2020-01-21,51973797,49422634.71428572,11344085,10320437.285714285,63317882,59743072.0
2020-01-22,52888988,49435549.14285714,11254286,10297973.857142856,64143274,59733523.0
2020-01-23,54664510,49478518.28571428,11560051,10278258.0,66224561,59756776.28571428
2020-01-24,57107245,49542573.85714286,11926803,10281645.714285715,69034048,59824219.571428575
2020-01-25,43073898,49712685.14285714,8422541,10286560.57142857,51496439,59999245.71428572
2020-01-26,37199373,49864394.71428572,6352893,10296612.57142857,43552266,60161007.28571428
2020-01-27,51909693,49831072.0,11192094,10293250.42857143,63101787,60124322.42857143
2020-01-28,51474971,49759811.14285714,11197671,10272334.142857144,62672642,60032145.28571428
2020-01-29,53191846,49803076.571428575,11298542,10278656.42857143,64490388,60081733.0
2020-01-30,55083829,49862979.28571428,11682657,10296171.57142857,66766486,60159150.85714285
2020-01-31,59016070,50135668.571428575,12237634,10340576.0,71253704,60476244.571428575
2020-02-01,44270941,50306674.71428572,8612009,10367642.857142856,52882950,60674317.571428575
2020-02-02,37119531,50295268.71428572,6322576,10363311.857142856,43442107,60658580.571428575
2020-02-03,52205198,50337483.71428572,11263805,10373556.285714285,63469003,60711040.0
2020-02-04,52584485,50495985.71428572,11405331,10403222.0,63989816,60899207.71428572
2020-02-05,53722165,50571745.571428575,11559420,10440490.285714285,65281585,61012235.85714286
2020-02-06,55324889,50606182.71428572,11751544,10450331.285714285,67076433,61056514.0
2020-02-07,58438373,50523654.571428575,12196896,10444511.57142857,70635269,60968166.14285715
2020-02-08,45930830,50760781.571428575,8964990,10494937.42857143,54895820,61255719.0
2020-02-09,35912552,50588356.0,5796031,10419716.714285715,41708583,61008072.71428572
2020-02-10,47349400,49894670.571428575,10276705,10278702.42857143,57626105,60173373.0
2020-02-11,52664974,49906169.0,11331553,10268162.714285715,63996527,60174331.71428572
2020-02-12,54038046,49951294.85714286,11472842,10255794.42857143,65510888,60207089.28571428
2020-02-13,55528776,49980421.571428575,11715057,10250582.0,67243833,60231003.571428575
2020-02-14,60495067,50274235.0,12241258,10256919.42857143,72736325,60531154.42857143
2020-02-15,47398575,50483912.85714286,9084270,10273959.42857143,56482845,60757872.28571428
2020-02-16,39261991,50962404.14285714,6526800,10378355.0,45788791,61340759.14285714
2020-02-17,53441554,51832711.85714286,11409367,10540163.857142856,64850921,62372875.71428572
2020-02-18,53490289,51950614.0,11525444,10567862.57142857,65015733,62518476.57142857
2020-02-19,54581805,52028293.85714286,11567368,10581366.285714285,66149173,62609660.14285714
2020-02-20,55534511,52029113.14285714,11600679,10565026.57142857,67135190,62594139.71428572
2020-02-21,60600728,52044207.571428575,11963247,10525310.714285715,72563975,62569518.28571429
2020-02-22,47132027,52006129.28571428,8520233,10444734.0,55652260,62450863.28571428
2020-02-23,35968129,51535577.571428575,5825062,10344485.714285715,41793191,61880063.28571429
2020-02-24,48956921,50894915.71428572,10375403,10196776.57142857,59332324,61091692.28571428
2020-02-25,51893465,50666798.0,10918777,10110109.857142856,62812242,60776907.85714286
2020-02-26,53159678,50463637.0,11282471,10069410.285714285,64442149,60533047.28571428
2020-02-27,53685324,50199467.428571425,11471433,10050946.57142857,65156757,60250414.0
2020-02-28,59056473,49978859.571428575,12127207,10074369.42857143,71183680,60053229.0
2020-02-29,47103670,49974808.571428575,8765166,10109359.857142856,55868836,60084168.42857143
2020-03-01,40376711,50604606.0,6773469,10244846.57142857,47150180,60849452.57142857
2020-03-02,52440362,51102240.428571425,11419752,10394039.285714285,63860114,61496279.71428571
2020-03-03,52123983,51135171.571428575,11509362,10478408.57142857,63633345,61613580.14285715
2020-03-04,53331184,51159672.428571425,11531243,10513947.42857143,64862427,61673619.85714285
2020-03-05,54466402,51271255.0,11694279,10545782.57142857,66160681,61817037.57142857
2020-03-06,57164026,51000905.428571425,11995348,10526945.57142857,69159374,61527851.0
2020-03-07,43472805,50482210.428571425,8779332,10528969.285714285,52252137,61011179.71428571
2020-03-08,38954231,50278999.0,6848454,10539681.42857143,45802685,60818680.42857143
2020-03-09,51956453,50209869.14285714,11364065,10531726.142857144,63320518,60741595.28571428
2020-03-10,50925911,50038716.0,11264115,10496690.857142856,62190026,60535406.85714286
2020-03-11,51931720,49838792.571428575,11365476,10473009.857142856,63297196,60311802.42857143
2020-03-12,53158720,49651980.85714286,11469736,10440932.285714285,64628456,60092913.14285714
2020-03-13,53726860,49160957.14285714,11530828,10374572.285714285,65257688,59535529.428571425
2020-03-14,34718646,47910363.0,7527773,10195778.142857144,42246419,58106141.14285714
2020-03-15,29464885,46554742.14285714,5571605,10013371.142857144,35036490,56568113.28571428
2020-03-16,44769947,45528098.428571425,10131614,9837306.714285715,54901561,55365405.14285714
2020-03-17,41138274,44129864.571428575,9342967,9562857.0,50481241,53692721.571428575
2020-03-18,38871154,42264069.428571425,8742653,9188168.0,47613807,51452237.428571425
2020-03-19,37545875,40033663.0,8419868,8752472.57142857,45965743,48786135.57142857
2020-03-20,36690447,37599889.71428572,8186983,8274780.428571428,44877430,45874670.14285714
2020-03-21,17234529,35102158.71428572,4152153,7792549.0,21386682,42894707.71428572
2020-03-22,11998110,32606905.14285714,2675532,7378824.285714285,14673642,39985729.428571425
2020-03-23,30699214,30596800.42857143,7125141,6949328.142857143,37824355,37546128.571428575
2020-03-24,30277727,29045293.714285713,6972071,6610628.714285715,37249798,35655922.428571425
2020-03-25,30443158,27841294.285714287,6993202,6360707.142857143,37436360,34202001.42857143
2020-03-26,30845242,26884061.0,7184348,6184204.285714285,38029590,33068265.285714284
2020-03-27,30029622,25932514.57142857,7241371,6049116.857142857,37270993,31981631.42857143
2020-03-28,15660727,25707685.714285713,4347832,6077071.0,20008559,31784756.714285713
2020-03-29,10269658,25460764.0,2293856,6022545.857142857,12563514,31483309.85714286
2020-03-30,30788622,25473536.57142857,7202848,6033646.857142857,37991470,31507183.42857143
2020-03-31,31161262,25599755.85714286,7312151,6082229.714285715,38473413,31681985.571428575
2020-04-01,31457635,25744681.14285714,7390010,6138916.571428572,38847645,31883597.714285713
2020-04-02,31592915,25851491.57142857,7503461,6184504.142857143,39096376,32035995.714285713
2020-04-03,30727075,25951127.714285713,7426206,6210909.142857143,38153281,32162036.857142854
2020-04-04,16161837,26022714.85714286,4417187,6220817.0,20579024,32243531.85714286
2020-04-05,12241500,26304406.57142857,3306159,6365431.714285715,15547659,32669838.285714284
2020-04-06,31602303,26420646.714285713,7744264,6442776.857142857,39346567,32863423.57142857
2020-04-07,31891862,26525018.14285714,7758730,6506573.857142857,39650592,33031592.0
2020-04-08,32887696,26729312.57142857,8015102,6595872.714285715,40902798,33325185.285714284
2020-04-09,34215466,27103962.714285713,8237642,6700755.714285715,42453108,33804718.428571425
2020-04-10,13752224,24678984.0,3309238,6112617.428571428,17061462,30791601.42857143
2020-04-11,15607104,24599736.42857143,4959262,6190056.714285715,20566366,30789793.14285714
2020-04-12,10894353,24407286.85714286,3319397,6191947.857142857,14213750,30599234.714285716
2020-04-13,13656104,21843544.14285714,3057286,5522379.571428572,16713390,27365923.714285713
2020-04-14,32452830,21923682.42857143,7739644,5519653.0,40192474,27443335.42857143
2020-04-15,32711472,21898507.57142857,7770235,5484672.0,40481707,27383179.57142857
2020-04-16,33422188,21785182.14285714,8083746,5462686.857142857,41505934,27247869.0
2020-04-17,33164482,24558361.85714286,8104363,6147704.714285715,41268845,30706066.571428575
2020-04-18,18668947,24995768.0,5088368,6166148.428571428,23757315,31161916.42857143
2020-04-19,15374422,25635777.85714286,3735596,6225605.428571428,19110018,31861383.285714287
2020-04-20,35038940,28690468.714285713,8537424,7008482.285714285,43576364,35698951.0
2020-04-21,35195450,29082271.57142857,8573311,7127577.571428572,43768761,36209849.14285714
2020-04-22,35815045,29525639.14285714,8681350,7257736.857142857,44496395,36783376.0
2020-04-23,37057252,30044934.0,8931160,7378796.0,45988412,37423730.0
2020-04-24,36193546,30477657.42857143,8896355,7491937.714285715,45089901,37969595.14285714
2020-04-25,21490063,30880674.0,5765753,7588707.0,27255816,38469381.0
2020-04-26,17656505,31206685.85714286,4295685,7668719.714285715,21952190,38875405.571428575
2020-04-27,37006696,31487793.85714286,8915543,7722736.714285715,45922239,39210530.571428575
2020-04-28,36918419,31733932.285714287,8783631,7752782.428571428,45702050,39486714.71428572
2020-04-29,38234586,32079581.0,8972031,7794308.285714285,47206617,39873889.28571428
2020-04-30,41442936,32706107.285714287,9562011,7884429.857142857,51004947,40590537.14285714
2020-05-01,18359242,30158349.57142857,3840846,7162214.285714285,22200088,37320563.85714286
2020-05-02,21155580,30110566.285714287,5862494,7176034.428571428,27018074,37286600.71428572
2020-05-03,20814267,30561675.14285714,4363057,7185659.0,25177324,37747334.14285714
2020-05-04,38761422,30812350.285714287,9237616,7231669.428571428,47999038,38044019.71428572
2020-05-05,39127456,31127927.0,9308967,7306717.428571428,48436423,38434644.428571425
2020-05-06,40022184,31383298.14285714,9465120,7377158.714285715,49487304,38760456.85714286
2020-05-07,41607021,31406738.85714286,9764398,7406071.142857143,51371419,38812810.0
2020-05-08,41977091,34780717.28571428,9866846,8266928.285714285,51843937,43047645.57142857
2020-05-09,27625079,35704931.428571425,6922669,8418381.857142856,34547748,44123313.28571428
2020-05-10,25785813,36415152.28571428,5307527,8553306.142857144,31093340,44968458.428571425
2020-05-11,40236021,36625809.28571428,9335886,8567344.714285715,49571907,45193154.0
2020-05-12,41378689,36947414.0,9634473,8613845.57142857,51013162,45561259.57142857
2020-05-13,42120911,37247232.14285714,9676190,8643998.42857143,51797101,45891230.57142857
2020-05-14,43564178,37526826.0,9983560,8675307.285714285,53547738,46202133.28571428
2020-05-15,44766083,37925253.428571425,10185940,8720892.142857144,54952023,46646145.57142857
2020-05-16,29880940,38247519.28571428,7096967,8745791.857142856,36977907,46993311.14285714
2020-05-17,26940479,38412471.571428575,5607328,8788620.57142857,32547807,47201092.14285715
2020-05-18,43660054,38901619.14285714,10198431,8911841.285714285,53858485,47813460.428571425
2020-05-19,44863486,39399447.28571428,10382211,9018661.0,55245697,48418108.28571428
2020-05-20,51933458,40801239.71428572,11225389,9239975.142857144,63158847,50041214.85714286
2020-05-21,31670133,39102090.428571425,6300533,8713828.42857143,37970666,47815918.85714285
2020-05-22,39066996,38287935.14285714,9186214,8571010.42857143,48253210,46858945.57142857
2020-05-23,30352348,38355279.14285714,6866350,8538065.142857144,37218698,46893344.28571428
2020-05-24,34559333,39443686.85714286,5671619,8547249.57142857,40230952,47990936.42857143
2020-05-25,45598638,39720627.428571425,10225726,8551148.857142856,55824364,48271776.28571428
2020-05-26,45002616,39740503.14285714,10304091,8539988.857142856,55306707,48280492.0
2020-05-27,46278509,38932653.28571428,10477297,8433118.57142857,56755806,47365771.85714285
2020-05-28,48601802,41351463.14285714,10810831,9077446.857142856,59412633,50428910.0
2020-05-29,53800546,43456256.0,11359265,9387882.714285715,65159811,52844138.71428572
2020-05-30,39635266,44782387.14285714,8215412,9580605.857142856,47850678,54362993.0
2020-05-31,30757874,44239321.571428575,6364138,9679537.142857144,37122012,53918858.71428572
2020-06-01,38292994,43195658.14285714,7241117,9253164.42857143,45534111,52448822.57142857
2020-06-02,50266886,43947696.71428572,11100553,9366944.714285715,61367439,53314641.42857143
2020-06-03,48229728,44226442.28571428,10799612,9412989.714285715,59029340,53639432.0
2020-06-04,48562253,44220792.428571425,10726940,9401005.285714285,59289193,53621797.71428571
2020-06-05,50119343,43694906.28571428,10907528,9336471.42857143,61026871,53031377.71428572
2020-06-06,36414648,43234818.0,7717613,9265357.285714285,44132261,52500175.28571428
2020-06-07,31881102,43395279.14285714,5803672,9185290.714285715,37684774,52580569.85714286
2020-06-08,47209372,44669047.428571425,10639654,9670796.0,57849026,54339843.428571425
2020-06-09,47835591,44321719.571428575,10745160,9620025.57142857,58580751,53941745.14285715
2020-06-10,53802171,45117782.85714286,11313998,9693509.285714285,65116169,54811292.14285714
2020-06-11,39836260,43871212.428571425,7889626,9288178.714285715,47725886,53159391.14285714
2020-06-12,47952628,43561681.71428572,10830014,9277105.285714285,58782642,52838787.0
2020-06-13,39097308,43944918.85714286,7975579,9313957.57142857,47072887,53258876.42857143
2020-06-14,39738464,45067399.14285714,6255401,9378490.285714285,45993865,54445889.428571425
2020-06-15,49565124,45403935.14285714,10940043,9421403.0,60505167,54825338.14285714
2020-06-16,48399145,45484442.85714286,11030523,9462169.142857144,59429668,54946612.0
2020-06-17,49246582,44833644.428571425,11019919,9420157.857142856,60266501,54253802.28571428
2020-06-18,51354166,46479059.571428575,11293361,9906405.714285715,62647527,56385465.28571429
2020-06-19,54052011,47350400.0,11596816,10015948.857142856,65648827,57366348.85714286
2020-06-20,40461887,47545339.85714286,8437011,10081867.714285715,48898898,57627207.571428575
2020-06-21,39328551,47486780.85714286,7128117,10206541.42857143,46456668,57693322.28571428
2020-06-22,49710462,47507543.428571425,10974298,10211435.0,60684760,57718978.428571425
2020-06-23,49549307,47671852.28571428,11150167,10228527.0,60699474,57900379.28571428
2020-06-24,50953867,47915750.14285714,11248866,10261233.714285715,62202733,58176983.85714286
2020-06-25,52890961,48135292.28571428,11404594,10277124.142857144,64295555,58412416.428571425
2020-06-26,55725592,48374375.28571428,11654594,10285378.142857144,67380186,58659753.428571425
2020-06-27,42187867,48620943.85714286,8363423,10274865.57142857,50551290,58895809.42857143
2020-06-28,40682580,48814376.571428575,6624538,10202925.714285715,47307118,59017302.28571429
2020-06-29,50526076,48930892.85714286,10970006,10202312.57142857,61496082,59133205.42857143
2020-06-30,50822246,49112741.28571428,11190251,10208038.857142856,62012497,59320780.14285714
2020-07-01,51673188,49215501.428571425,11239623,10206718.42857143,62912811,59422219.85714285
2020-07-02,53370637,49284026.571428575,11451565,10213428.57142857,64822202,59497455.14285715
2020-07-03,57251915,49502072.71428572,11833533,10238991.285714285,69085448,59741064.0
2020-07-04,44935649,49894613.0,8924721,10319176.714285715,53860370,60213789.71428572
2020-07-05,42315539,50127892.85714286,6923677,10361910.857142856,49239216,60489803.71428572
2020-07-06,51223777,50227564.428571425,10977822,10363027.42857143,62201599,60590591.85714285
2020-07-07,50663546,50204893.0,11107166,10351158.142857144,61770712,60556051.14285714
2020-07-08,51561592,50188950.71428572,11042807,10323041.57142857,62604399,60511992.28571428
2020-07-09,53901314,50264761.71428572,11313333,10303294.142857144,65214647,60568055.85714286
2020-07-10,57294773,50270884.28571428,11503651,10256168.142857144,68798424,60527052.428571425
2020-07-11,46093974,50436359.28571428,8830729,10242740.714285715,54924703,60679100.0
2020-07-12,44720264,50779891.428571425,7557911,10333345.57142857,52278175,61113237.0
2020-07-13,52006498,50891708.71428572,11070562,10346594.142857144,63077060,61238302.85714286
2020-07-14,51472097,51007216.0,11079277,10342610.0,62551374,61349826.0
2020-07-15,52719912,51172690.28571428,11107870,10351904.714285715,63827782,61524595.0
2020-07-16,54800654,51301167.428571425,11204606,10336372.285714285,66005260,61637539.71428571
2020-07-17,59607456,51631550.71428572,11638000,10355565.0,71245456,61987115.71428572
2020-07-18,50216328,52220458.428571425,9116729,10396422.142857144,59333057,62616880.57142857
2020-07-19,47318544,52591641.28571428,7635821,10407552.142857144,54954365,62999193.428571425
2020-07-20,52850813,52712257.71428572,10870964,10379038.142857144,63721777,63091295.85714286
2020-07-21,51798351,52758865.428571425,11021735,10370817.857142856,62820086,63129683.28571428
2020-07-22,53408235,52857197.28571428,11133687,10374506.0,64541922,63231703.28571428
2020-07-23,55485113,52954977.14285714,11405081,10403145.285714285,66890194,63358122.428571425
2020-07-24,59218918,52899471.71428572,11569296,10393330.42857143,70788214,63292802.14285715
2020-07-25,49831911,52844555.0,8980468,10373864.57142857,58812379,63218419.57142857
2020-07-26,45719520,52616123.0,6933694,10273560.714285715,52653214,62889683.71428572
2020-07-27,52687571,52592802.71428572,10763032,10258141.857142856,63450603,62850944.571428575
2020-07-28,51623422,52567812.85714286,10870690,10236564.0,62494112,62804376.85714286
2020-07-29,53939245,52643671.428571425,11186916,10244168.142857144,65126161,62887839.57142857
2020-07-30,56485264,52786550.14285714,11399595,10243384.42857143,67884859,63029934.57142857
2020-07-31,59915848,52886111.571428575,11641620,10253716.42857143,71557468,63139828.0
2020-08-01,51429779,53114378.428571425,9029730,10260753.857142856,60459509,63375132.28571428
2020-08-02,48540655,53517397.71428572,7209531,10300159.142857144,55750186,63817556.85714286
2020-08-03,53669163,53657625.14285714,10877724,10316543.714285715,64546887,63974168.85714286
2020-08-04,52213615,53741938.428571425,11034250,10339909.42857143,63247865,64081847.85714285
2020-08-05,53598440,53693252.0,11219901,10344621.57142857,64818341,64037873.57142857
2020-08-06,55266609,53519158.428571425,11304296,10331007.42857143,66570905,63850165.85714285
2020-08-07,58636229,53336355.71428572,11491378,10309544.285714285,70127607,63645900.0
2020-08-08,49765653,53098623.428571425,8905896,10291853.714285715,58671549,63390477.14285714
